Original Sentence,Sentiment
王自虑之，此则计过，无以闻者，非忠臣也。,0
王曰：夫齐者固寡人之雠，所欲伐也，直患国敝力不足也。,0
子能以燕伐齐，则寡人举国委子。,2
对曰：凡天下战国七，燕处弱焉。,0
独战则不能，有所附则无不重。,1
南附楚，楚重；,1
西附秦，秦重；,1
中附韩、魏，韩、魏重。,1
且苟所附之国重，此必使王重矣。,2
今夫齐，长主而自用也。,0
南攻楚五年，畜聚竭；西困秦三年，士卒罢敝；北与燕人战，覆三军，得二将。,1
然而以其余兵南面举五千乘之大宋，而包十二诸侯。,1
此其君欲得，其民力竭，恶足取乎！,0
且臣闻之，数战则民劳，久师则兵敝矣。,0
燕王曰：吾闻齐有清济、浊河可以为固，长城、巨防足以为塞，诚有之乎？,0
对曰：天时不与，虽有清济、浊河，恶足以为固！,0
民力罢敝，虽有长城、巨防，恶足以为塞！,0
且异日济西不师，所以备赵也；河北不师，所以备燕也。,1
今济西河北尽已役矣，封内敝矣。,0
夫骄君必好利，而亡国之臣必贪于财。,0
王诚能无羞从子母弟以为质，宝珠玉帛以事左右，彼将有德燕而轻亡宋，则齐可亡已。,0
燕王曰：吾终以子受命于天矣。,1
燕乃使一子质于齐。,1
而苏厉因燕质子而求见齐王。,1
齐王怨苏秦，欲囚苏厉。,0
燕质子为谢，已遂委质为齐臣。,1
燕相子之与苏代婚，而欲得燕权，乃使苏代侍质子于齐。,1
齐使代报燕，燕王哙问曰：齐王其霸乎？,1
曰：不能。,1
曰：何也？,1
曰：不信其臣。,0
于是燕王专任子之，已而让位，燕大乱。,0
齐伐燕，杀王哙、子之。,1
燕立昭王,1
而苏代、苏厉遂不敢入燕，皆终归齐，齐善待之。,1
苏代过魏，魏为燕执代。,1
齐使人谓魏王曰：齐请以宋地封泾阳君，秦必不受。,0
秦非不利有齐而得宋地也，不信齐王与苏子也。,0
今齐、魏不和如此其甚，则齐不欺秦。,1
秦信齐，齐、秦合，泾阳君有宋地，非魏之利也。,1
故王不如东苏子，秦必疑齐而不信苏子矣。,1
齐、秦不合，天下无变，伐齐之形成矣。,1
于是出苏代。,1
代之宋，宋善待之。,2
夫列在万乘而寄质于齐，名卑而权轻；奉万乘助齐伐宋，民劳而实费；,0
夫破宋，残楚淮北，肥大齐，雠强而国害,0
此三者皆国之大败也。,0
然且王行之者，将以取信于齐也。,0
齐加不信于王，而忌燕愈甚，是王之计过矣。,0
夫以宋加之淮北，强万乘之国也，而齐并之，是益一齐也。,1
北夷方七百里，加之以鲁、卫，强万乘之国也，而齐并之，是益二齐也。,1
夫一齐之强，燕犹狼顾而不能支，今以三齐临燕，其祸必大矣。,0
虽然，智者举事，因祸为福，转败为功。,2
齐紫，败素也，而贾十倍；,1
越王句践棲于会稽，复残强吴而霸天下：,1
此皆因祸为福，转败为功者也。,2
今王若欲因祸为福，转败为功，则莫若挑霸齐而尊之，使使盟于周室，焚秦符，曰：其大上计，破秦；其次，必长宾之。,1
秦挟宾以待破，秦王必患之。,0
秦五世伐诸侯，今为齐下，秦王之志苟得穷齐，不惮以国为功。,0
然则王何不使辩士以此言说秦王曰：燕、赵破宋肥齐，尊之为之下者，燕、赵非利之也。,1
燕、赵不利而势为之者，以不信秦王也。,0
然则王何不使可信者接收燕、赵，令泾阳君、高陵君先于燕、赵？,1
秦有变，因以为质，则燕、赵信秦。,1
秦为西帝，燕为北帝，赵为中帝，立三帝以令于天下。,1
韩、魏不听则秦伐之，齐不听则燕、赵伐之，天下孰敢不听？,0
天下服听，因驱韩、魏以伐齐，曰‘必反宋地，归楚淮北’。,1
反宋地，归楚淮北，燕、赵之所利也；,1
并立三帝，燕、赵之所愿也。,2
夫实得所利，尊得所愿。,2
燕、赵弃齐如脱躧矣。,0
今不收燕、赵，齐霸必成。,2
诸侯赞齐而王不从，是国伐也；诸侯赞齐而王从之，是名卑也。,0
今收燕、赵，国安而名尊；不收燕、赵，国危而名卑。,2
夫去尊安而取危卑，智者不为也。,0
秦王闻若说，必若刺心然。,0
则王何不使辩士以此若言说秦？,0
秦必取，齐必伐矣。,1
夫取秦，厚交也；伐齐，正利也。,1
尊厚交，务正利，圣王之事也。,2
燕昭王善其书，曰：先人尝有德苏氏，子之之乱而苏氏去燕。,2
燕欲报仇于齐，非苏氏莫可。,0
乃召苏代，复善待之，与谋伐齐。,2
竟破齐，湣王出走。,0
久之，秦召燕王，燕王欲往，苏代约燕王曰：楚得枳而国亡，齐得宋而国亡，齐、楚不得以有枳、宋而事秦者，何也？,1
则有功者，秦之深雠也。,1
秦取天下，非行义也，暴也。,0
秦之行暴，正告天下。,0
告楚曰：‘蜀地之甲，乘船浮于汶，乘夏水而下江，五日而至郢。,1
汉中之甲，乘船出于巴，乘夏水而下汉，四日而至五渚。,1
寡人积甲宛东下随，智者不及谋，勇士不及怒，寡人如射隼矣。,2
王乃欲待天下之攻函谷，不亦远乎！,0
’楚王为是故，十七年事秦。,1
秦正告韩曰：‘我起乎少曲，一日而断大行。,0
我起乎宜阳而触平阳，二日而莫不尽繇。,1
我离两周而触郑，五日而国举。,1
’韩氏以为然，故事秦。,1
秦正告魏曰：‘我举安邑，塞女戟，韩氏太原卷。,1
我下轵，道南阳，封冀，包两周。,1
乘夏水，浮轻舟，强弩在前，锬戈在后，决荥口，魏无大梁；决白马之口，魏无外黄、济阳；,1
决宿胥之口，魏无虚、顿丘。,1
陆攻则击河内，水攻则灭大梁。,1
’魏氏以为然，故事秦。,1
秦欲攻安邑，恐齐救之，则以宋委于齐。,0
曰：‘宋王无道，为木人以象寡人，射其面。,1
寡人地绝兵远，不能攻也。,0
王苟能破宋有之，寡人如自得之。,1
’已得安邑，塞女戟，因以破宋为齐罪。,1
秦欲攻韩，恐天下救之，则以齐委于天下。,0
曰：‘齐王四与寡人约，四欺寡人，必率天下以攻寡人者三。,0
有齐无秦，有秦无齐，必伐之，必亡之。,0
’已得宜阳、少曲，致蔺、离石，因以破齐为天下罪。,1
秦欲攻魏重楚，则以南阳委于楚。曰：‘寡人固与韩且绝矣。,0
残均陵，塞鄳阸，苟利于楚，寡人如自有之。,2
’魏弃与国而合于秦，因以塞鄳阸为楚罪。,1
兵困于林中，重燕、赵，以胶东委于燕，以济西委于赵。,0
已得讲于魏，至公子延，因犀首属行而攻赵。,1
兵伤于谯石，而遇败于阳马，而重魏，则以叶、蔡委于魏。,0
已得讲于赵，则劫魏，魏不为割。,0
燕昭王不行。,1
苏代复重于燕。,2
燕使约诸侯从亲如苏秦时。,1
或从或不，而天下由此宗苏氏之从约。,1
代、厉皆以寿死，名显诸侯。,2
太史公曰：苏秦兄弟三人，皆游说诸侯以显名，其术长于权变。,1
而苏秦被反间以死，天下共笑之，讳学其术。,0
然世言苏秦多异，异时事有类之者皆附之苏秦。,0
夫苏秦起闾阎，连六国从亲，此其智有过人者。,2
吾故列其行事，次其时序，毋令独蒙恶声焉。,0
张仪者，魏人也。,1
始尝与苏秦俱事鬼谷先生，学术，苏秦自以不及张仪。,1
张仪已学而游说诸侯。,1
尝从楚相饮，已而楚相亡璧，门下意张仪，曰：仪贫无行，必此盗相君之璧。,0
共执张仪，掠笞数百，不服，醳之。,1
其妻曰：嘻！,0
子毋读书游说，安得此辱乎？,0
张仪谓其妻曰：视吾舌尚在不？,0
其妻笑曰：舌在也。,0
仪曰：足矣。,1
苏秦已说赵王而得相约从亲，然恐秦之攻诸侯，败约后负。,0
念莫可使用于秦者，乃使人微感张仪曰：子始与苏秦善，今秦已当路，子何不往游，以求通子之愿？,1
张仪于是之赵，上谒求见苏秦。,1
苏秦乃诫门下人不为通，又使不得去者数日。,0
已而见之，坐之堂下，赐仆妾之食。,0
因而数让之曰：以子之材能，乃自令困辱至此。,0
吾宁不能言而富贵子，子不足收也。,0
谢去之。,0
张仪之来也，自以为故人，求益，反见辱，怒，念诸侯莫可事，独秦能苦赵，乃遂入秦。,0
苏秦已而告其舍人曰：张仪，天下贤士，吾殆弗如也。,0
今吾幸先用，而能用秦柄者，独张仪可耳。,2
然贫，无因以进。,0
吾恐其乐小利而不遂，故召辱之，以激其意。,1
子为我阴奉之。,1
乃言赵王，发金币车马，使人微随张仪，与同宿舍，稍稍近就之，奉以车马金钱，所欲用，为取给，而弗告。,1
张仪遂得以见秦惠王。,1
惠王以为客卿，与谋伐诸侯。,1
苏秦之舍人乃辞去。,1
张仪曰：赖子得显，方且报德，何故去也！,1
舍人曰：臣非知君，知君乃苏君。,1
苏君忧秦伐赵败从约，以为非君莫能得秦柄，故感怒君，使臣阴奉给君资，尽苏君之计谋。,1
令君已用，请归报。,2
张仪曰：嗟乎，此在吾术中而不悟，吾不及苏君明矣！,0
吾又新用，安能谋赵乎？,1
为吾谢苏君，苏君之时，仪何敢言。,0
且苏君在，仪宁渠能乎！,0
张仪既相秦，为文檄告楚相曰：始吾从若饮，我不盗而璧，若笞我。,0
若善守汝国，我顾且盗而城！,0
苴蜀相攻击，各来告急于秦。,1
秦惠王欲发兵以伐蜀，以为道险狭难至，而韩又来侵秦，秦惠王欲先伐韩，后伐蜀，恐不利，欲先伐蜀，恐韩袭秦之敝，犹豫未能决。,0
司马错与张仪争论于惠王之前。,0
司马错欲伐蜀，张仪曰：不如伐韩。,1
王曰：请闻其说。,1
仪曰：亲魏善楚，下兵三川，塞什谷之口，当屯留之道，魏绝南阳，楚临南郑，秦攻新城、宜阳，以临二周之郊，诛周王之罪，侵楚、魏之地。,1
周自知不能救，九鼎宝器必出。,0
据九鼎，案图籍，挟天子以令于天下，天下莫敢不听，此王业也。,2
今夫蜀，西僻之国而戎翟之伦也，敝兵劳众不足以成名，得其地不足以为利。,0
臣闻争名者于朝，争利者于市。,1
今三川、周室，天下之朝市也，而王不争焉，顾争于戎翟，去王业远矣。,0
司马错曰：不然。,0
臣闻之，欲富国者务广其地，欲强兵者务富其民，欲王者务博其德，三资者备而王随之矣。,1
今王地小民贫，故臣愿先从事于易。,0
夫蜀，西僻之国也，而戎翟之长也，有桀纣之乱。,0
以秦攻之，譬如使豺狼逐群羊。,0
得其地足以广国，取其财足以富民缮兵，不伤众而彼已服焉。,2
拔一国而天下不以为暴，利尽西海而天下不以为贪，是我一举而名实附也，而又有禁暴止乱之名。,2
今攻韩，劫天子，恶名也，而未必利也，又有不义之名，而攻天下所不欲，危矣。,0
臣请谒其故：周，天下之宗室也；齐，韩之与国也。,1
周自知失九鼎，韩自知亡三川，将二国并力合谋，以因乎齐、赵而求解乎楚、魏，以鼎与楚，以地与魏，王弗能止也。,0
此臣之所谓危也。,0
不如伐蜀完。,1
惠王曰：善，寡人请听子。,1
卒起兵伐蜀。,1
十月，取之，遂定蜀，贬蜀王更号为侯，而使陈庄相蜀。,1
蜀既属秦，秦以益强，富厚，轻诸侯。,0
秦惠王十年，使公子华与张仪围蒲阳，降之。,1
仪因言秦复与魏，而使公子繇质于魏。,1
仪因说魏王曰：秦王之遇魏甚厚，魏不可以无礼。,1
魏因入上郡、少梁，谢秦惠王。,1
惠王乃以张仪为相，更名少梁曰夏阳。,1
仪相秦四岁，立惠王为王。,1
居一岁，为秦将，取陕。筑上郡塞。,1
其后二年，使与齐、楚之相会啮桑。,1
东还而免相，相魏以为秦，欲令魏先事秦而诸侯效之。,1
魏王不肯听仪。,0
秦王怒，伐取魏之曲沃、平周，复阴厚张仪益甚。,0
张仪惭，无以归报。,0
留魏四岁而魏襄王卒，哀王立。,1
张仪复说哀王，哀王不听。,0
于是张仪阴令秦伐魏。,0
魏与秦战，败。,1
明年，齐又来败魏于观津。,1
秦复欲攻魏，先败韩申差军，斩首八万，诸侯震恐。,0
而张仪复说魏王曰：魏地方不至千里，卒不过三十万。,1
地四平，诸侯四通辐凑，无名山大川之限。,1
从郑至梁二百余里，车驰人走，不待力而至。,1
梁南与楚境，西与韩境，北与赵境，东与齐境，卒戍四方，守亭鄣者不下十万。,1
梁之地势，固战场也。,1
梁南与楚而不与齐，则齐攻其东；东与齐而不与赵，则赵攻其北；不合于韩，则韩攻其西；不亲于楚，则楚攻其南：,0
此所谓四分五裂之道也。,0
且夫诸侯之为从者，将以安社稷尊主强兵显名也。,1
今从者一天下，约为昆弟，刑白马以盟洹水之上，以相坚也。,1
而亲昆弟同父母，尚有争钱财，而欲恃诈伪反覆苏秦之余谋，其不可成亦明矣。,0
大王不事秦，秦下兵攻河外，据卷、衍、燕、酸枣，劫卫取阳晋，则赵不南，赵不南而梁不北，梁不北则从道绝，从道绝则大王之国欲毋危不可得也。,0
秦折韩而攻梁，韩怯于秦，秦、韩为一，梁之亡可立而须也。,0
此臣之所为大王患也。,0
为大王计，莫如事秦。,1
事秦则楚、韩必不敢动；无楚、韩之患，则大王高枕而卧，国必无忧矣。,2
且夫秦之所欲弱者莫如楚，而能弱楚者莫如梁。,1
楚虽有富大之名而实空虚；其卒虽多，然而轻走易北，不能坚战。,0
悉梁之兵南面而伐楚，胜之必矣。,2
割楚而益梁，亏楚而适秦，嫁祸安国，此善事也。,2
大王不听臣，秦下甲士而东伐，虽欲事秦，不可得矣。,0
且夫从人多奋辞而少可信，说一诸侯而成封侯，是故天下之游谈士莫不日夜扼腕瞋目切齿以言从之便，以说人主。,0
人主贤其辩而牵其说，岂得无眩哉？,0
臣闻之，积羽沉舟，群轻折轴，众口铄金，积毁销骨。,0
故愿大王审定计议，且赐骸骨辟魏。,1
哀王于是乃倍从约而因仪请成于秦。,1
张仪归，复相秦。,1
三岁而魏复背秦为从。,1
秦攻魏，取曲沃。,1
明年，魏复事秦。,1
秦欲伐齐，齐、楚从亲，于是张仪往相楚。,1
楚怀王闻张仪来，虚上舍而自馆之。,2
曰：此僻陋之国，子何以教之？,0
仪说楚王曰：大王诚能听臣，闭关绝约于齐，臣请献商於之地六百里，使秦女得为大王箕帚之妾，秦楚娶妇嫁女，长为兄弟之国。,2
此北弱齐而西益秦也，计无便此者。,1
楚王大说而许之。,2
群臣皆贺，陈轸独吊之。,0
楚王怒曰：寡人不兴师发兵得六百里地，群臣皆贺，子独吊，何也？,0
陈轸对曰：不然，以臣观之，商於之地不可得而齐秦合，齐秦合则患必至矣。,0
楚王曰：有说乎？,0
陈轸对曰：夫秦之所以重楚者，以其有齐也。,1
今闭关绝约于齐，则楚孤。,0
秦奚贪夫孤国，而与之商於之地六百里？,0
张仪至秦，必负王。,0
是北绝齐交，西生患于秦也，而两国之兵必俱至。,0
善为王计者，不若阴合而阳绝于齐，使人随张仪。,1
苟与吾地，绝齐未晚也；不与吾地，阴合谋计也。,1
楚王曰：愿陈子闭口毋复言，以待寡人得地。,0
乃以相印授张仪，厚赂之。,2
于是遂闭关绝约于齐，使一将军随张仪。,1
张仪至秦，详失绥堕车，不朝三月。,1
楚王闻之，曰：仪以寡人绝齐未甚邪？,0
乃使勇士至宋，借宋之符，北骂齐王。,0
齐王大怒，折节而下秦。,0
秦齐之交合，张仪乃朝，谓楚使者曰：臣有奉邑六里，愿以献大王左右。,2
楚使者曰：臣受令于王，以商於之地六百里，不闻六里。,1
还报楚王，楚王大怒，发兵而攻秦。,0
陈轸曰：轸可发口言乎？,0
攻之不如割地反以赂秦，与之并兵而攻齐，是我出地于秦，取偿于齐也，王国尚可存。,1
楚王不听，卒发兵而使将军屈匄击秦。,1
秦齐共攻楚，斩首八万，杀屈匄，遂取丹阳、汉中之地。,1
楚又复益发兵而袭秦，至蓝田，大战，楚大败，于是楚割两城以与秦平。,1
秦要楚欲得黔中地，欲以武关外易之。,1
楚王曰：不愿易地，愿得张仪而献黔中地。,1
秦王欲遣之，口弗忍言。,0
张仪乃请行。,1
惠王曰：彼楚王怒子之负以商於之地，是且甘心于子。,0
张仪曰：秦强楚弱，臣善靳尚，尚得事楚夫人郑袖，袖所言皆从。,1
且臣奉王之节使楚，楚何敢加诛。,0
假令诛臣而为秦得黔中之地，臣之上愿。,2
遂使楚。,1
楚怀王至则囚张仪，将杀之。,0
靳尚谓郑袖曰：子亦知子之贱于王乎？,0
郑袖曰：何也？,1
靳尚曰：秦王甚爱张仪而不欲出之，今将以上庸之地六县赂楚，以美人聘楚，以宫中善歌讴者为媵。,1
楚王重地尊秦，秦女必贵而夫人斥矣。,0
不若为言而出之。,1
于是郑袖日夜言怀王曰：人臣各为其主用。,1
今地未入秦，秦使张仪来，至重王。,2
王未有礼而杀张仪，秦必大怒攻楚。,0
妾请子母俱迁江南，毋为秦所鱼肉也。,1
怀王后悔，赦张仪，厚礼之如故。,0
张仪既出，未去，闻苏秦死，乃说楚王曰：秦地半天下，兵敌四国，被险带河，四塞以为固。,1
虎贲之士百余万，车千乘，骑万匹，积粟如丘山。,1
法令既明，士卒安难乐死，主明以严，将智以武，虽无出甲，席卷常山之险，必折天下之脊，天下有后服者先亡。,1
且夫为从者，无以异于驱群羊而攻猛虎，虎之与羊不格明矣。,1
今王不与猛虎而与群羊，臣窃以为大王之计过也。,0
凡天下强国，非秦而楚，非楚而秦，两国交争，其势不两立。,1
大王不与秦，秦下甲据宜阳，韩之上地不通。,1
下河东，取成皋，韩必入臣，梁则从风而动。,1
秦攻楚之西，韩、梁攻其北，社稷安得毋危？,0
且夫从者聚群弱而攻至强，不料敌而轻战，国贫而数举兵，危亡之术也。,0
臣闻之，兵不如者勿与挑战，粟不如者勿与持久。,1
夫从人饰辩虚辞，高主之节，言其利不言其害，卒有秦祸，无及为已。,0
是故愿大王之孰计之。,1
秦西有巴蜀，大船积粟，起于汶山，浮江已下，至楚三千余里。,1
舫船载卒，一舫载五十人与三月之食，下水而浮，一日行三百余里，里数虽多，然而不费牛马之力，不至十日而距扞关。,1
扞关惊，则从境以东尽城守矣，黔中、巫郡非王之有。,0
秦举甲出武关，南面而伐，则北地绝。,0
秦兵之攻楚也，危难在三月之内，而楚待诸侯之救，在半岁之外，此其势不相及也。,0
夫恃弱国之救，忘强秦之祸，此臣所以为大王患也。,0
大王尝与吴人战，五战而三胜，阵卒尽矣；偏守新城，存民苦矣。,0
臣闻功大者易危，而民敝者怨上。,0
夫守易危之功而逆强秦之心，臣窃为大王危之。,0
且夫秦之所以不出兵函谷十五年以攻齐、赵者，阴谋有合天下之心。,0
楚尝与秦构难，战于汉中，楚人不胜，列侯执珪死者七十余人，遂亡汉中。,0
楚王大怒，兴兵袭秦，战于蓝田。,0
此所谓两虎相搏者也。,1
夫秦楚相敝而韩魏以全制其后，计无危于此者矣。,0
愿大王孰计之。,1
秦下甲攻卫阳晋，必大关天下之匈。,1
大王悉起兵以攻宋，不至数月而宋可举，举宋而东指，则泗上十二诸侯尽王之有也。,1
凡天下而以信约从亲相坚者苏秦，封武安君，相燕，即阴与燕王谋伐破齐而分其地；乃详有罪出走入齐，齐王因受而相之；居二年而觉，齐王大怒，东裂苏秦于市。,0
夫以一诈伪之苏秦，而欲经营天下，混一诸侯，其不可成亦明矣。,0
今秦与楚接境壤界，固形亲之国也。,1
大王诚能听臣，臣请使秦太子入质于楚，楚太子入质于秦。,1
请以秦女为大王箕帚之妾，效万室之都以为汤沐之邑，长为昆弟之国，终身无相攻伐。,1
臣以为计无便于此者。,1
于是楚王已得张仪而重出黔中地与秦，欲许之。,1
屈原曰：前大王见欺于张仪，张仪至，臣以为大王烹之；今纵弗忍杀之，又听其邪说，不可。,0
怀王曰：许仪而得黔中，美利也。,2
后而倍之，不可。,0
故卒许张仪，与秦亲。,1
张仪去楚，因遂之韩，说韩王曰：韩地险恶山居，五谷所生，非菽而麦，民之食大抵菽饭藿羹。,0
一岁不收，民不餍糟糠。,0
地不过九百里，无二岁之食。,0
料大王之卒，悉之不过三十万，而厮徒负养在其中矣。,0
除守徼亭鄣塞，见卒不过二十万而已矣。,0
秦带甲百余万，车千乘，骑万匹，虎贲之士跿跔科头贯颐奋戟者，至不可胜计。,2
秦马之良，戎兵之众，探前趹后蹄间三寻腾者，不可胜数。,2
山东之士被甲蒙胄以会战，秦人捐甲徒裼以趋敌，左挈人头，右挟生虏。,1
夫秦卒与山东之卒，犹孟贲之与怯夫；以重力相压，犹乌获之与婴儿。,1
夫战孟贲、乌获之士以攻不服之弱国，无异垂千钧之重于鸟卵之上，必无幸矣。,0
夫群臣诸侯不料地之寡，而听从人之甘言好辞，比周以相饰也，皆奋曰‘听吾计可以强霸天下’。,0
夫不顾社稷之长利而听须臾之说，诖误人主，无过此者。,0
大王不事秦，秦下甲据宜阳，断韩之上地，东取成皋、荥阳，则鸿台之宫、桑林之苑非王之有也。,0
夫塞成皋，绝上地，则王之国分矣。,0
先事秦则安，不事秦则危。,1
夫造祸而求其福报，计浅而怨深，逆秦而顺楚，虽欲毋亡，不可得也。,0
故为大王计，莫如为秦。,1
秦之所欲莫如弱楚，而能弱楚者莫如韩。,1
非以韩能强于楚也。,1
其地势然也。,1
今王西面而事秦以攻楚，秦王必喜。,2
夫攻楚以利其地，转祸而说秦，计无便于此者。,1
韩王听仪计。,1
张仪归报，秦惠王封仪五邑，号曰武信君。,1
使张仪东说齐湣王曰：天下强国无过齐者，大臣父兄殷众富乐。,2
然而为大王计者，皆为一时之说，不顾百世之利。,0
从人说大王者，必曰‘齐西有强赵，南有韩与梁。,1
齐，负海之国也，地广民众，兵强士勇，虽有百秦，将无柰齐何’。,0
大王贤其说而不计其实。,0
夫从人朋党比周，莫不以从为可。,0
臣闻之，齐与鲁三战而鲁三胜，国以危亡随其后，虽有战胜之名，而有亡国之实。,0
是何也？,1
齐大而鲁小也。,1
今秦之与齐也，犹齐之与鲁也。,1
秦赵战于河漳之上，再战而赵再胜秦；战于番吾之下，再战又胜秦。,1
四战之后，赵之亡卒数十万，邯郸仅存，虽有战胜之名而国已破矣。,0
是何也？,1
秦强而赵弱。,1
今秦楚嫁女娶妇，为昆弟之国。,1
韩献宜阳；梁效河外；赵入朝渑池，割河间以事秦。,1
大王不事秦，秦驱韩梁攻齐之南地，悉赵兵渡清河，指博关，临菑、即墨非王之有也。,0
国一日见攻，虽欲事秦，不可得也。,0
是故愿大王孰计之也。,1
齐王曰：齐僻陋，隐居东海之上，未尝闻社稷之长利也。,0
乃许张仪。,1
张仪去，西说赵王曰：敝邑秦王使使臣效愚计于大王。,1
大王收率天下以宾秦，秦兵不敢出函谷关十五年。,1
大王之威行于山东，敝邑恐惧慑伏，缮甲厉兵，饰车骑，习驰射，力田积粟，守四封之内，愁居慑处，不敢动摇，唯大王有意督过之也。,0
今以大王之力，举巴蜀，并汉中，包两周，迁九鼎，守白马之津。,1
秦虽僻远，然而心忿含怒之日久矣。,0
今秦有敝甲凋兵，军于渑池，愿渡河逾漳，据番吾，会邯郸之下，愿以甲子合战，以正殷纣之事，敬使使臣先闻左右。,1
凡大王之所信为从者恃苏秦。,1
苏秦荧惑诸侯，以是为非，以非为是，欲反齐国，而自令车裂于市。,0
夫天下之不可一亦明矣。,2
今楚与秦为昆弟之国，而韩梁称为东藩之臣，齐献鱼盐之地，此断赵之右臂也。,0
夫断右臂而与人斗，失其党而孤居，求欲毋危，岂可得乎！,0
今秦发三将军：其一军塞午道，告齐使兴师渡清河，军于邯郸之东；一军军成皋，驱韩梁军于河外；一军军于渑池。,1
约四国为一以攻赵，赵破，必四分其地。,0
是故不敢匿意隐情，先以闻于左右。,0
臣窃为大王计，莫如与秦王遇于渑池，面相见而口相结，请案兵无攻。,1
愿大王之定计。,1
赵王曰：先王之时，奉阳君专权擅势，蔽欺先王，独擅绾事，寡人居属师傅，不与国谋计。,0
先王弃群臣，寡人年幼，奉祀之日新，心固窃疑焉，以为一从不事秦，非国之长利也。,0
乃且愿变心易虑，割地谢前过以事秦。,1
方将约车趋行，适闻使者之明诏。,1
赵王许张仪，张仪乃去。,1
北之燕，说燕昭王曰：大王之所亲莫如赵。,1
昔赵襄子尝以其姊为代王妻，欲并代，约与代王遇于句注之塞。,1
乃令工人作为金斗，长其尾，令可以击人。,1
与代王饮，阴告厨人曰：‘即酒酣乐，进热啜，反斗以击之。,1
’于是酒酣乐，进热啜，厨人进斟，因反斗以击代王，杀之，王脑涂地。,1
其姊闻之，因摩笄以自刺，故至今有摩笄之山。,0
代王之亡，天下莫不闻。,1
夫赵王之很戾无亲，大王之所明见，且以赵王为可亲乎？,0
赵兴兵攻燕，再围燕都而劫大王，大王割十城以谢。,0
今赵王已入朝渑池，效河间以事秦。,1
今大王不事秦，秦下甲云中、九原，驱赵而攻燕，则易水、长城非大王之有也。,0
且今时赵之于秦犹郡县也，不敢妄举师以攻伐。,0
今王事秦，秦王必喜，赵不敢妄动，是西有强秦之援，而南无齐赵之患，是故愿大王孰计之。,1
燕王曰：寡人蛮夷僻处，虽大男子裁如婴儿，言不足以采正计。,0
今上客幸教之，请西面而事秦，献恒山之尾五城。,1
燕王听仪。,1
仪归报，未至咸阳而秦惠王卒。,1
武王立。,1
武王自为太子时不说张仪，及即位，群臣多谗张仪曰：无信，左右卖国以取容。,0
秦必复用之，恐为天下笑。,0
诸侯闻张仪有郤武王，皆畔衡，复合从。,0
秦武王元年，群臣日夜恶张仪未已，而齐让又至。,0
张仪惧诛，乃因谓秦武王曰：仪有愚计，愿效之。,0
王曰：柰何？,1
对曰：为秦社稷计者，东方有大变，然后王可以多割得地也。,1
今闻齐王甚憎仪，仪之所在，必兴师伐之。,0
故仪愿乞其不肖之身之梁，齐必兴师而伐梁。,1
梁齐之兵连于城下而不能相去，王以其间伐韩，入三川，出兵函谷而毋伐，以临周，祭器必出。,1
挟天子，按图籍，此王业也。,2
秦王以为然，乃具革车三十乘，入仪之梁。,1
齐果兴师伐之。,1
梁哀王恐。,0
张仪曰：王勿患也，请令罢齐兵。,0
乃使其舍人冯喜之楚，借使之齐，谓齐王曰：王甚憎张仪；虽然，亦厚矣王之托仪于秦也！,1
齐王曰：寡人憎仪，仪之所在，必兴师伐之，何以托仪？,0
对曰：是乃王之托仪也。,1
夫仪之出也，固与秦王约曰：‘为王计者，东方有大变，然后王可以多割得地。,1
今齐王甚憎仪，仪之所在，必兴师伐之。,0
故仪愿乞其不肖之身之梁，齐必兴师伐之。,1
齐梁之兵连于城下而不能相去，王以其间伐韩，入三川，出兵函谷而无伐，以临周，祭器必出。,1
挟天子，案图籍，此王业也。,2
’秦王以为然，故具革车三十乘而入之梁也。,1
今仪入梁，王果伐之，是王内罢国而外伐与国，广邻敌以内自临，而信仪于秦王也。此臣之所谓‘托仪’也。,1
齐王曰：善。,2
乃使解兵。,1
张仪相魏一岁，卒于魏也。,1
陈轸者，游说之士。,1
与张仪俱事秦惠王，皆贵重，争宠。,1
张仪恶陈轸于秦王曰：轸重币轻使秦楚之间，将为国交也。,1
今楚不加善于秦而善轸者，轸自为厚而为王薄也。,0
且轸欲去秦而之楚，王胡不听乎？,0
王谓陈轸曰：吾闻子欲去秦之楚，有之乎？,1
轸曰：然。,1
王曰：仪之言果信矣。,1
轸曰：非独仪知之也，行道之士尽知之矣。,1
昔子胥忠于其君而天下争以为臣，曾参孝于其亲而天下愿以为子。,2
故卖仆妾不出闾巷而售者，良仆妾也；出妇嫁于乡曲者，良妇也。,2
今轸不忠其君，楚亦何以轸为忠乎？,0
忠且见弃，轸不之楚何归乎？,0
王以其言为然，遂善待之。,2
居秦期年，秦惠王终相张仪，而陈轸奔楚。,1
楚未之重也，而使陈轸使于秦。,0
过梁，欲见犀首。,1
犀首谢弗见。,1
轸曰：吾为事来，公不见轸，轸将行，不得待异日。,0
犀首见之。,1
陈轸曰：公何好饮也？,1
犀首曰：无事也。,1
曰：吾请令公厌事可乎？,1
曰：柰何？,1
曰：田需约诸侯从亲，楚王疑之，未信也。,0
公谓于王曰：‘臣与燕、赵之王有故，数使人来，曰无事何不相见，愿谒行于王。,1
’王虽许公，公请毋多车，以车三十乘，可陈之于庭，明言之燕、赵。,1
燕、赵客闻之，驰车告其王，使人迎犀首。,1
楚王闻之大怒，曰：田需与寡人约，而犀首之燕、赵，是欺我也。,0
